timestamp,node,ax,ay,az,gx,gy,gz,t_ms
2026-05-19 20:13:38,lombar,16536,-340,-1864,-3,-330,342,1197697
2026-05-19 20:13:38,esterno,2548,15460,1872,149,280,-120,540264
2026-05-19 20:13:38,lombar,16584,-220,-1572,-37,-356,298,1197719
2026-05-19 20:13:38,esterno,2904,15908,2360,-154,-343,39,540286
2026-05-19 20:13:38,lombar,16444,-416,-1840,46,-469,314,1197741
2026-05-19 20:13:38,esterno,2752,15612,1064,-112,-325,206,540308
2026-05-19 20:13:38,lombar,16428,-272,-2132,163,-424,298,1197763
2026-05-19 20:13:38,esterno,2796,15340,1436,176,195,-44,540330
2026-05-19 20:13:38,lombar,16500,-244,-1900,129,-360,398,1197785
2026-05-19 20:13:38,esterno,2940,15716,1432,29,482,-216,540352
2026-05-19 20:13:38,lombar,16740,-148,-1848,58,-358,448,1197807
2026-05-19 20:13:38,esterno,2692,15708,1580,114,428,-176,540374
2026-05-19 20:13:38,lombar,16544,-320,-1836,-58,-343,466,1197829
2026-05-19 20:13:38,esterno,2812,15788,1852,-28,157,-52,540396
2026-05-19 20:13:38,lombar,16632,-360,-1756,18,-437,342,1197851
2026-05-19 20:13:38,esterno,2700,15824,1500,-51,71,60,540418
2026-05-19 20:13:38,lombar,16564,-324,-1828,102,-508,326,1197873
2026-05-19 20:13:38,esterno,2720,15428,1460,-120,164,12,540440
2026-05-19 20:13:38,lombar,16620,-156,-1796,91,-490,342,1197895
2026-05-19 20:13:38,esterno,2788,15824,1704,-234,231,-98,540462
2026-05-19 20:13:38,lombar,16616,-176,-2012,-67,-462,425,1197917
2026-05-19 20:13:38,esterno,2868,15816,1580,-202,-115,-6,540484
2026-05-19 20:13:38,lombar,16660,-288,-1676,-200,-410,342,1197939
2026-05-19 20:13:38,esterno,2576,15808,1576,-324,-23,20,540506
2026-05-19 20:13:38,lombar,16660,-204,-1784,-137,-421,384,1197961
2026-05-19 20:13:39,esterno,2544,15728,1400,-196,335,-122,540528
2026-05-19 20:13:39,lombar,16472,-192,-1936,-32,-344,447,1197983
2026-05-19 20:13:39,esterno,2916,15536,1516,-209,163,-304,540550
2026-05-19 20:13:39,lombar,16524,-324,-1820,86,-250,425,1198005
2026-05-19 20:13:39,esterno,2824,15748,1736,-308,206,-109,540572
2026-05-19 20:13:39,lombar,16512,-296,-1948,-34,-177,418,1198027
2026-05-19 20:13:39,esterno,2560,15692,1912,-354,-36,-7,540594
2026-05-19 20:13:39,lombar,16440,-332,-1868,-197,-316,376,1198049
2026-05-19 20:13:39,esterno,2656,15868,1860,-376,-399,117,540616
2026-05-19 20:13:39,lombar,16640,-308,-1964,-116,-432,302,1198071
2026-05-19 20:13:39,esterno,2756,15640,1576,-556,-416,246,540638
2026-05-19 20:13:39,lombar,16612,-228,-2100,-88,-431,390,1198093
2026-05-19 20:13:39,esterno,2800,15740,1736,-775,-442,97,540660
2026-05-19 20:13:39,lombar,16472,-288,-1812,-41,-411,353,1198115
2026-05-19 20:13:39,esterno,2736,15692,1644,-806,-501,122,540682
2026-05-19 20:13:39,lombar,16552,-248,-1928,-74,-520,334,1198137
2026-05-19 20:13:39,esterno,2828,15556,1644,-836,-535,172,540704
2026-05-19 20:13:39,lombar,16472,-344,-1988,-58,-547,295,1198159
2026-05-19 20:13:39,esterno,2944,15520,1800,-1017,-591,260,540726
2026-05-19 20:13:39,lombar,16556,-304,-1880,7,-585,284,1198181
2026-05-19 20:13:39,esterno,3096,15508,1720,-1283,-516,354,540748
2026-05-19 20:13:39,lombar,16464,-332,-2088,201,-459,240,1198203
2026-05-19 20:13:39,esterno,3072,15648,1780,-1485,-463,447,540770
2026-05-19 20:13:39,lombar,16600,-320,-2112,377,-337,244,1198225
2026-05-19 20:13:39,esterno,2736,15788,2140,-1366,-697,500,540792
2026-05-19 20:13:39,lombar,16672,-200,-2188,497,-353,291,1198247
2026-05-19 20:13:39,esterno,2296,15792,2312,-1350,-1071,372,540814
2026-05-19 20:13:39,lombar,16524,-244,-1980,526,-275,277,1198269
2026-05-19 20:13:39,esterno,2500,15668,2312,-1593,-1195,146,540836
2026-05-19 20:13:39,lombar,16536,-440,-2156,571,-319,233,1198291
2026-05-19 20:13:39,esterno,2872,15408,1760,-1797,-968,-98,540858
2026-05-19 20:13:39,lombar,16668,-276,-2248,640,-192,211,1198313
2026-05-19 20:13:39,esterno,2800,15480,2228,-1544,-1139,-165,540880
2026-05-19 20:13:39,lombar,16684,-324,-2120,721,-221,198,1198335
2026-05-19 20:13:39,esterno,2648,15696,2492,-1509,-1179,-243,540902
2026-05-19 20:13:39,lombar,16592,-276,-1824,765,-189,186,1198357
2026-05-19 20:13:39,esterno,2528,15472,2640,-1445,-1184,-455,540924
2026-05-19 20:13:39,lombar,16488,-240,-1740,632,-282,156,1198379
2026-05-19 20:13:39,esterno,2496,15312,2252,-1494,-662,-716,540946
2026-05-19 20:13:39,lombar,16560,-232,-1696,436,-267,206,1198401
2026-05-19 20:13:39,esterno,3112,15716,2920,-1720,-1703,-719,540968
2026-05-19 20:13:39,esterno,2888,15828,2352,-1806,-1782,-408,540990
2026-05-19 20:13:39,lombar,16512,-136,-1820,237,-211,185,1198423
2026-05-19 20:13:39,lombar,16456,-92,-1808,288,-103,357,1198445
2026-05-19 20:13:39,esterno,2676,15352,2560,-1560,-1355,-718,541012
2026-05-19 20:13:39,lombar,16688,-172,-2056,248,116,360,1198467
2026-05-19 20:13:39,esterno,3052,15440,2784,-1474,-1036,-1007,541034
2026-05-19 20:13:39,lombar,16728,-416,-1868,334,26,502,1198489
2026-05-19 20:13:39,esterno,2824,15716,2920,-1784,-1028,-1056,541056
2026-05-19 20:13:39,lombar,16616,-324,-1936,229,125,492,1198511
2026-05-19 20:13:39,esterno,2212,15492,2976,-2029,-1265,-968,541078
2026-05-19 20:13:39,lombar,16576,-404,-1612,83,224,383,1198533
2026-05-19 20:13:39,esterno,2644,15652,3444,-1772,-1219,-1078,541100
2026-05-19 20:13:39,lombar,16640,-496,-1744,292,410,272,1198555
2026-05-19 20:13:39,esterno,2904,15672,2896,-1994,-1205,-1037,541122
2026-05-19 20:13:39,lombar,16616,-636,-1820,767,323,270,1198577
2026-05-19 20:13:39,esterno,2180,15116,2616,-1928,-1620,-948,541144
2026-05-19 20:13:39,lombar,16616,-436,-1832,957,227,439,1198599
2026-05-19 20:13:39,esterno,2028,15080,2396,-1514,-1924,-955,541166
2026-05-19 20:13:39,lombar,16584,32,-1584,747,162,605,1198621
2026-05-19 20:13:39,esterno,2288,15004,2488,-1396,-1735,-1156,541188
2026-05-19 20:13:39,lombar,16616,120,-1244,352,-121,456,1198643
2026-05-19 20:13:39,esterno,2808,15100,1708,-920,-1488,-1254,541210
2026-05-19 20:13:39,lombar,16380,56,-1352,-136,-547,414,1198665
2026-05-19 20:13:39,esterno,1968,15032,3384,-559,-1777,-857,541232
2026-05-19 20:13:39,lombar,16280,-408,-1468,-217,-678,465,1198687
2026-05-19 20:13:39,esterno,3024,15368,2184,-437,-1359,-1098,541254
2026-05-19 20:13:39,lombar,16560,-284,-1524,-93,-636,585,1198709
2026-05-19 20:13:39,esterno,2968,15604,2720,-188,-1041,-1039,541276
2026-05-19 20:13:39,lombar,16604,-232,-1388,-242,-591,662,1198731
2026-05-19 20:13:39,esterno,3224,15764,2716,-517,-1020,-1090,541298
2026-05-19 20:13:39,lombar,16632,-224,-1616,-467,-441,649,1198753
2026-05-19 20:13:39,esterno,3040,16044,3572,-363,-817,-924,541320
2026-05-19 20:13:39,lombar,16752,-332,-1844,-546,-119,595,1198775
2026-05-19 20:13:39,esterno,2820,15920,3800,-517,-758,-749,541342
2026-05-19 20:13:39,lombar,16920,-472,-1860,-522,158,598,1198797
2026-05-19 20:13:39,esterno,2128,16004,4356,-504,-859,-649,541364
2026-05-19 20:13:39,lombar,16912,-696,-1752,-441,463,524,1198819
2026-05-19 20:13:39,esterno,1776,15660,4060,-699,-941,-686,541386
2026-05-19 20:13:39,lombar,16740,-560,-2068,-234,540,536,1198841
2026-05-19 20:13:39,esterno,2336,15356,3324,-1077,-671,-704,541408
2026-05-19 20:13:39,lombar,16704,-496,-1908,8,688,490,1198863
2026-05-19 20:13:39,esterno,2672,15244,3348,-1106,-681,-513,541430
2026-05-19 20:13:39,lombar,16632,-456,-1868,94,607,591,1198885
2026-05-19 20:13:39,esterno,2696,15196,2684,-903,-590,-230,541452
2026-05-19 20:13:39,lombar,16508,-232,-1452,187,297,538,1198907
2026-05-19 20:13:39,esterno,2044,15104,3068,-678,-760,-99,541474
2026-05-19 20:13:39,lombar,16400,-324,-1556,6,119,500,1198929
2026-05-19 20:13:39,esterno,2084,15176,2920,-584,-804,-103,541496
2026-05-19 20:13:39,lombar,16344,-392,-1416,-89,82,494,1198951
2026-05-19 20:13:39,esterno,2252,15224,3016,-290,-961,162,541518
2026-05-19 20:13:40,lombar,16400,-224,-1276,-87,-8,422,1198973
2026-05-19 20:13:40,esterno,2208,15220,3028,-242,-705,294,541540
2026-05-19 20:13:40,lombar,16604,-392,-1608,-130,-146,438,1198995
2026-05-19 20:13:40,esterno,2336,15268,3076,-312,-566,247,541562
2026-05-19 20:13:40,lombar,16580,-284,-1292,-91,-203,406,1199017
2026-05-19 20:13:40,esterno,2280,15380,3036,-149,-567,132,541584
2026-05-19 20:13:40,lombar,16532,-460,-1728,52,-306,367,1199039
2026-05-19 20:13:40,esterno,2208,15212,3080,105,-307,145,541606
2026-05-19 20:13:40,lombar,16556,-524,-1508,-12,-327,335,1199061
2026-05-19 20:13:40,esterno,2312,15280,2444,365,516,85,541628
2026-05-19 20:13:40,lombar,16620,-456,-1340,-99,-260,213,1199083
2026-05-19 20:13:40,esterno,2896,15340,3776,442,-218,90,541650
2026-05-19 20:13:40,lombar,16568,-332,-1272,-245,-309,185,1199105
2026-05-19 20:13:40,esterno,2292,15584,3588,190,-369,491,541672
2026-05-19 20:13:40,lombar,16712,-404,-1600,-317,-245,210,1199127
2026-05-19 20:13:40,esterno,2292,15320,2836,339,-126,367,541694
2026-05-19 20:13:40,lombar,16732,-628,-1352,-187,-154,115,1199149
2026-05-19 20:13:40,esterno,2804,15364,3280,550,191,301,541716
2026-05-19 20:13:40,lombar,16804,-496,-1680,-91,-189,53,1199171
2026-05-19 20:13:40,esterno,2608,15684,3440,482,308,479,541738
2026-05-19 20:13:40,lombar,16744,-488,-1436,-231,-275,-26,1199193
2026-05-19 20:13:40,esterno,2460,15784,3808,581,-26,597,541760
2026-05-19 20:13:40,lombar,16500,-448,-1760,-458,-444,9,1199215
2026-05-19 20:13:40,esterno,2208,15688,3400,311,-178,636,541782
2026-05-19 20:13:40,lombar,16632,-728,-1732,-62,-287,48,1199237
2026-05-19 20:13:40,esterno,2308,15352,3164,150,-54,420,541804
